review_text,rating,category_text,binary_label,category_label
Really good quality and great price: Really good quality 👍,5.0,Clothing_Shoes_and_Jewelry,1,10
Great little book for information and photos: Needed a reference book for a school project for 9 year old.  Great little book for information and photos.  Will donate to our local library now.,5.0,Books,1,7
"top of the line: Some times you can go cheap with camera equipment and sometimes you cant.There are polarizers out there for under $5..... so you think in your head &#34;why the heck would i even think about spending a hundred bucks on this thing&#34; I will tell you why .Because the quality you can feel from the second you take it out of the package.Its metal instead of cheap plastic, and made of great stuff.It makes my pictures rock! if you need a polarizer buy this now or save up and buy this one later, Or buy some cheap junk but expect your pictures to reflect your choice....",5.0,Electronics,1,12
One Star: Horrible quality... I definitely wouldn't recommend.,1.0,Home_and_Kitchen,0,18
Hard to use: Did not work for me. Only works for specific sizes. And only specific depths.,2.0,Automotive,0,4
"Headphones: 1 headphone was working, the 2nd didn't work at all. So basically I paid for 1 headphone.",2.0,Electronics,0,12
Love them: These are great!! Made with quality material. I use them every leg day for my cable kick backs.,5.0,Sports_and_Outdoors,1,28
"Very effective in cleaning stuffy nose.: I have to use a CPAP. My nose has to be clear. Vick’s Vapoinhaler does the job quickly, easily and economically.  Thanks Vicks!",5.0,Health_and_Household,1,16
Five Stars: these socks are very warm! fit as expected and colors are true to what is shown.,5.0,Sports_and_Outdoors,1,28
Product is advertised correctly and measurements  are correct.: I use the product to file papers currently working on at my home office.,5.0,Office_Products,1,24
Great training tool: Works great,5.0,Pet_Supplies,1,26
"Does the job!: Pretty great charging pad. Only thing that sucks is when you’re charging your AirPods, you have to take the case off. The thickness of the case won’t allow for the AirPods to sit properly and charge. Same goes for if your phone case is too thick or has a pop socket.",4.0,Unknown,1,32
"This is not waterproof eyeliner.: I did not receive waterproof eyeliner. The description states waterproof. It is not. The package I received does not say waterproof, and I drew a line on my hand, made sure it was dry, then put my hand in water and it washed off immediately. I am very disappointed that this product is not as advertised.",1.0,Beauty_and_Personal_Care,0,6
A cute tape dispenser: I bout this as a gift for a teacher friend who loved cats. I thought this would be cute on her desk. It's easy to change the tape but is very light so like other reviews said you do have to hold it down and getting tape does become a two hand job which can be frustrating for some.,4.0,Office_Products,1,24
"A review from inside: The following excerpts are from a review posted at charlesapril.com by Gabriel Schechter:<br />Of the Hall of Fame's three missions--""preserving history, honoring greatness, connecting generations""--the last has always seemed the most important to me. When I worked at the Hall of Fame's library from 2002-2010, my own mission focused on helping visitors, many of whom regarded their visit to Cooperstown as a once-in-a-lifetime pilgrimage to baseball's mecca, celebrate their own connections to the sport. . .I know of no single object that represents the joys of baseball connection more than The Hall Ball, so designated by Ralph Carhart and celebrated in his book of the same title.  Do yourself a favor and share in Carhart's extraordinary quest to use one object--a used baseball his wife, Anna, spotted in the creek that runs past Doubleday Field during their own 2010 pilgrimage to Cooperstown--to unite all of the members of the Hall of Fame. What did Ralph Carhart do? The book's subtitle is apt: ""One Fan's Journey to Unite Cooperstown Immortals with a Single Baseball."" He set out to photograph that baseball, with THE HALL BALL its lone adornment, in the hands of every living Hall of Famer and at the gravesite of every deceased one. This eight-year quest ultimately saw him seek out and immortalize all but a handful of the 323 Hall of Famers when he turned in 2018 from the quest to chronicling it in this terrific book. . .How many baseball fans would go to that much trouble to make such meaningful connections with people he could never know? Ralph Carhart did it, and he tells the story in a book that abounds with neat details that make his journey seem both intensely personal and ultimately universal. He takes us along with him all the way, as the thing takes on a life of its own, a wide-open daydream at the start, hardened by travel and other difficulties and fueled by epiphanies and endless connections, eventually dwindling down to the end of the list (except for just a handful of White Whales). . .Whether Carhart got what he wanted in a few minutes or it took hours, we know how he felt about it. I knew nothing about The Hall Ball before this year, but now I feel like I've known Ralph and Anna Carhart for a long time, and that is a decidedly good thing. You'll be glad to share in their travels as they prove once again that in a long trip toward a distant goal, what you experience along the way is far more vivid and rewarding than what awaits you at the end. Fittingly, what Carhart expected to happen to The Hall Ball did not happen, and The Hall Ball ends with that artifact headed for a place that seems just as perfect as its journey.<br /><br />That's all, and it's still just a portion of the review. You should read it too!<br /><br />Thanks,<br />GS",5.0,Books,1,7
Fun History: I really enjoyed reading about his living conditions as a child.,5.0,Unknown,1,32
Chock Full of Nuts non responsive to customer quality comments.: Decaf ( green colored ) pods packed in several boxes labeled as regular. Chock full of nuts did not even respond when provided the dates and lot numbers via their internet site.  Obviously 2 quality control issues at Chock Full of Nuts. Amazon was not contacted.,3.0,Grocery_and_Gourmet_Food,0,14
"Cloudy glass: These glasses are cloudy, making them look cheap and not pretty. I am really disappointed.",1.0,Home_and_Kitchen,0,18
Great Shocks !: I purchased these shocks to assist in improving the handling of my 2001 Camaro. I can NOT say I’m disappointed ! They in conjunction with the Shock Tower Brace really make a marked improvement ! I also have a complete set of neoprene bushing to complete the suspension upgrades !,5.0,Automotive,1,4
"So good I bought it again: This fits great, is comfortable, and is unnoticeable under clothes.",5.0,Clothing_Shoes_and_Jewelry,1,10
"It feels better than it looks!: LOVE THIS PILLOW. What surprised me was the smooth, almost velvety texture. Would highly recommend it!",5.0,Home_and_Kitchen,1,18
No Brita Quality.: Not up to Brita standards. Felt flimsy compared to old Brita picture we have/,2.0,Home_and_Kitchen,0,18
"It's good for those that have patience. I'm sure one I give it another try, it'll do better.: It was not as easy to use as demonstrated.",4.0,Beauty_and_Personal_Care,1,6
Awesome!!: Exciting!!! Every time I start watching the videos on TikTok I couldn't stop! It's so much fun! I love the positive messages from different people in various walks of life.,5.0,Software,1,27
Five Stars: Clean look that most jeeps don't have,5.0,Unknown,1,32
Hard to clean: Design makes cleaning difficult; apple gets embedded in crevices.,3.0,Home_and_Kitchen,0,18
Easy to use just don’t last long: I have a rug in my hallways on hardwood floor and not even 2 days it’s started to come up. I bought the 16 pack but it’s not worth it.,2.0,Home_and_Kitchen,0,18
Lots of colors: Everything,5.0,Beauty_and_Personal_Care,1,6
Five Stars: I need another one my wife took mine,5.0,Sports_and_Outdoors,1,28
Use if you want to be burned.: The picture shows a white patch. It is actually a clear plastic that burns as soon as you adhere to your skin. When you have nerve pain the last thing you want is a burning on your skin especially if you have shingles.,1.0,Health_and_Household,0,16
Five Stars: Works great no issues,5.0,Unknown,1,32
"April Lady: If you like romances this is for you. They are delightful, funny, great characters and story. Read one and your hooked.",5.0,Kindle_Store,1,20
Very Best Insulated Cup: This cup is so great - I bought 2 more. I keeps ice in it overnight and my coffee hot for at least 3-4 hours. I might be getting a few more of them. That's how much I love them.,5.0,Home_and_Kitchen,1,18
It’s okay: Didn’t fit my bunny unfortunately,4.0,Pet_Supplies,1,26
"Very Functional & Attractive: I love the appearance as well as the function of this organizer. It can be spun by using the knob on top. The wooden material gives it a classy look. Surprisingly, it doesn't consume much space for the amount of supplies it can store. Each slot is the same size and one can accommodate the width of a standard sized 3x3&#34; Post-It with a little room leftover. It works perfect for my daughter's study space but I would definitely like to add one in the kitchen or home office.",5.0,Home_and_Kitchen,1,18
Stellar: A positive portrayal of melanin Americans of African ancestry. Exaltations to my alma mater!!!👏🏼🙂👍🏼,5.0,Movies_and_TV,1,22
"Temporary: They are good, for 3 months, then they poop out. had to get them replace with a different brand. usually logitech is on point too.",3.0,Electronics,0,12
GOOD read: I really enjoyed the list of different characters.<br />The story kept moving and kept your interest up.<br />All in all a good read.,5.0,Books,1,7
"which is to bad cause I really loved them I just can't wear: The shows are just as the picture shows but since they came from overseas the size ran smaller,  which is to bad cause I really loved them I just can't wear them",3.0,Unknown,0,32
Do not buy: Product was shipped with the top partially open! Powder was all over and there was not much left!,1.0,Beauty_and_Personal_Care,0,6
Do not hold: After a few days they come off,3.0,Office_Products,0,24
Si fuinciona: Perfect,5.0,Beauty_and_Personal_Care,1,6
Busted storage  box: The toy works great just bummed that the box that the toy is kept in was busted,4.0,Toys_and_Games,1,31
Better than advertised: Better than advertised. Very high quality.,5.0,Clothing_Shoes_and_Jewelry,1,10
Shoe or Boot Puller: After my husband had a stoke this year. He would have trouble pulling off his shoes or boots. It is very handy. Saves me from having to help as much. I also use it myself.,4.0,Clothing_Shoes_and_Jewelry,1,10
"Works, but do not recommend for Presta valve: This pump is bad at presta valve inflation.<br /><br />I was able to convert it from Schrader, that wasn't too hard... although I had to slightly stretch the spring in removing it.<br /><br />When using for presta: The sealing part is miss-sized (it fits too tightly) making it physically quite hard to put on-and-off the valve. When inflating pressures above 90psi, the pump is hard to push down, and tends to wobble under force. The final problem is when removing the pump from the valve after inflation, the miss-sized seal in the head is difficult to pull off the valve, and lots of air leaks out. While this pump works, I do not recommend it.",2.0,Unknown,0,32
Works great: Very nice works well,5.0,Automotive,1,4
Wonderful Movie: I love just about every single Hallmark movie but this is now one of my absolute favorites!,5.0,Movies_and_TV,1,22
Don't waste your money.: It's just outside of the return policy by 15 days and it's already shorting out!! It's not even my primary charging cord! Crap!!!,1.0,Electronics,0,12
Used ONE Time.....Now it doiesnt Work!!: Used ONE Time.....Now it doesn't Work!!  Less than 5 Months Old.....Used One Time.  The Breaker on the unit keeps tripping. Tried different outlets same results. The outlet and Unit are Bone dry.  I want a FULL Refund for this Pressure Washer.,1.0,Home_and_Kitchen,0,18
Fast shipping: Came super fast and taste good!!!,5.0,Grocery_and_Gourmet_Food,1,14
Five Stars: Love it,5.0,Arts_Crafts_and_Sewing,1,3
"Plastic cups!: I use this for arts and crafts and other random tasks. They're a good quality plastic and useful. I feel like a mad scientist whenever I use these so if that is what you want as well, go ahead and buy these.",5.0,Health_and_Household,1,16
Cube storage: Easy to put together and holds well,5.0,Home_and_Kitchen,1,18
Works great!: It has been up for 2 months and I sleep on it every night. It somtimes needs a little air added to it. I would recommend this air mattress.,5.0,Home_and_Kitchen,1,18
As described: Affordable & quick delivery,5.0,Home_and_Kitchen,1,18
Blades are expensive: Great tool,5.0,Tools_and_Home_Improvement,1,30
"Love it for our large dog!: We love it!  Dog not so much, but it is a good training tool.",5.0,Pet_Supplies,1,26
Nice: Nice,5.0,Home_and_Kitchen,1,18
"Nice: Great quality, nice sized gems for price",5.0,Toys_and_Games,1,31
"they are in capsule form, no terrible zinc taste!: This product was a great find. Most people don’t like the taste of zinc and these are small white zinc capsules so there is no taste. Also I like that they can be taken with or without food and they were a very good value.",5.0,Health_and_Household,1,16
Five Stars: Took on a Safari worked great,5.0,Electronics,1,12
I have towatch this every Christmas time to get me in the ...: I have to watch this every Christmas time to get me in the holiday spirit.  I find this movie funny each and every time.,5.0,Movies_and_TV,1,22
"Saved my budget!: Wow!  These light bulbs saved the day!  I was looking for dusk to dawn outdoor fixtures for my garage.  I would find the fixture that was the right price, but they weren’t dusk to dawn.  I had it my way..got the fixtuon sale and the bulbs.  Thank you, Sunco!",5.0,Tools_and_Home_Improvement,1,30
Sharp wheel covers for odd colored cars.: My sons Corolla is desert sand metalic (goldish).  The factory wheel covers (silver just did not match the car.  I had just bought new tires and considered changing the wheels to black or bronze to better match the paint.  So glad I went with these.  Saved a ton of money and he loves them.  I went with yellow after considering orange.  The color ring snaps very securely into the wheel cover.  They fit tight and seem very durable.  They were packaged very well and took less than 30 mins to assemble and install all 4.  He gets asked a lot where he bought them and has referred a few of his friends to OMAC.  Great purchase!,5.0,Automotive,1,4
"Just when I thought I had a favorite color from this line, I find this color!!!: The glitter in the warm color is AMAZING!!! It has fine gold specks and some circular sparkles. The cold color is not a really a red color, but more of a dark pink color, which I also like. This is now my new favorite color! Love this brand and line!!!",5.0,Beauty_and_Personal_Care,1,6
Love it!: Very pretty and fast shipping!,5.0,Unknown,1,32
"Excellent condition!: This book was purchased for my daughter - a law student. It was in excellent condition, and I am pleased with my purchase.",5.0,Books,1,7
"Works well: Have it for my backyard and it covers basically the whole area, so far works great. Only complaint I would say is the jet mode isn’t as good of a straight stream as many other hose heads",5.0,Unknown,1,32
Great clamp set for the money: Oetiker clamps beat regular screw type clamps hands down.  This set has all the most common sizes and is great for the do it yourself guy or the shade tree mechanic which includes myself.  Good buy for the money!!,5.0,Industrial_and_Scientific,1,19
"They appear to be used, and they stunk.: This purchase was my 12th pair of Marc Joseph footwear, so clearly I'm a fan.<br />However, this pair of boots arrived looking like they had at best been tried on a number of times, and at worst, like they'd been worn and returned.<br />The laces weren't in correctly not like from factory, or as though someone cared to make them appear new.<br />They have small scuffs on them, and last but not least, the leather has a bad odor.<br />I kept them because my sister wants them despite their flaws.<br />I'm so disappointed. Not sure if I will trust this company again.",2.0,Unknown,0,32
Fast moving book: Great story. Great author. Would highly recommend reading it! All of her other books that I have read are also good.,5.0,Kindle_Store,1,20
Had to glue mirror to border myself: [[VIDEOID:72b19f22975e0cea24d8796b3e76ea98]] Beautiful mirror...and although I appreciate the glass being intact through delivery...I didn’t appreciate having to reglue the entire mirror to the frame since whatever glue was placed on the mirror originally before packaging was no good,2.0,Home_and_Kitchen,0,18
"Cute, light romantic comedy!: Although romantic comedy is not the type of book I usually read, I thought I'd give it a try since it takes place in my home state. It was a good book with lots of likeable characters, who at times seemed too good to be true. I'm sure this book would make a very cute movie for the Hallmark Channel. If you're looking for a nice story with no really nasty occurrences, I would recommend Fish Perfume though they should definitely change the title for the movie.<br />By the way Bruce Springsteen did not write a song called ""Born on the Fourth of July"" it was ""Born in the USA"".",3.0,Kindle_Store,0,20
"Good for iPhone: This is perfect for my iPhone, but can not be used for my bigger Samsung Note II. Anyway it works just as what it said. No complain.",5.0,Electronics,1,12
FAST BUT WITH MAJOR FLAWS!!!: I only had this less than 3 months mind you all...screen scratches easily and can definitely see back through the front when holding even through the case bought...Android 4.4.2 is fast and organized but does not allow you to save your apps to your sd card like other Android OS do.so don't waste the money on external sd cards for this one..sound is wonderful! Games play quickly! Rapid shipping! The day we received dual tablets the actual site was offline with a hacked message so I have never registered the tablets to the company...while it is super quick to play the latest games it has flaws as well...chargers on both already have weakened and broken ends which plug into the actual ports..this is my review...we decided after replacing this one not to go with the same company...,3.0,Electronics,0,12
"Perfect except for typo: Nice fabric, fits well, graphic is cute except for that it definitely says Wilches 🤣",4.0,Unknown,1,32
Bad sound but what I expected: Good for spoken words but not music,3.0,Electronics,0,12
"Book was just OK, not eager to read another by same author.: Characters were well developed, but it was like watching Seinfeld: the plot was about pretty much nothing. Just the intertwining of the lives of sisters, mother and father, boyfriends and husbands, and the son of one sister, given up for adoption, but now back in their lives.  As another reviewer said, he was the most likable and sane of them all.",3.0,Kindle_Store,0,20
Compost your kitchen scraps: Love this container. Make kitchen compost so easy!,5.0,Home_and_Kitchen,1,18
"Fits even large case: *I chose these charger cables for 3 reasons.<br />*Wanted more cords with 90° plugs.<br />*I needed a long one, this has a 10ft.<br />My phone requires a little more room to plug in either direction (for versatility during use), because of the waterproof port cover.<br />These charge well. They are not as awkward and cumbersome as my 20 foot cord, which is at least twice as thick.<br />Charging speed is equal to or better than others I own. Charges well while phone in use.",5.0,Electronics,1,12
"Small ,compact ,fast: So far seems to work great and charges fast.",5.0,Unknown,1,32
Great product.: Pyrex delivered. Great product.,5.0,Home_and_Kitchen,1,18
always fast shipping: Take 2 everyday. Love Sambucol,5.0,Health_and_Household,1,16
One Star: Nice description (should read scam 6 roll),1.0,Health_and_Household,0,16
"Empty batteries: They are bad, not full.",1.0,Health_and_Household,0,16
Five Stars: a,5.0,Sports_and_Outdoors,1,28
Perfect for Hero 4: Excellent. Working great with my Hero 4 Silver,5.0,Electronics,1,12
Love having hard candy handy......: Exactly what I wanted.,5.0,Grocery_and_Gourmet_Food,1,14
"Mature and Warm: This is a potent fragrance and a little goes a long way, which is beneficial, as you can use it very sparingly.<br />It has a distinct, warm spiciness that is very inviting - with wood and vanilla scents also distinguishable. Like Burberry Brit and Burberry London, I would classify these as &#34;cold weather&#34; fragrances. London and Brit remind me of Fall and Winter. I would say that this cologne also falls into that category.<br />Great scent for a mature man.",5.0,Beauty_and_Personal_Care,1,6
"Didn't want to put it down! Highly recommended!: Simply put, this book will do 1 of 3 things for you:<br /><br />- Educate you<br />- Help you<br />- Empower you to help someone else in need<br /><br />If you're lucky, you may even get more than one!",5.0,Books,1,7
Three Stars: Bearings are not very smooth,3.0,Industrial_and_Scientific,0,19
Stolen design: You stole this design from a disabled artist! LOW. http://blackforpresident.com/ http://itsmebarnum.spreadshirt.com/,1.0,Unknown,0,32
Tight and uncomfortable: They are too tight and uncomfortable to wear =(,3.0,Clothing_Shoes_and_Jewelry,0,10
"book 2, Tycoon's Vacation: Wow!  I loved the second book in the Tycoon's series?  Drew and Trinity are wonderful characters and then to add Derek and Jasmine makes it better!  I'm anxious to read about Ryan and how he finds his true love!  Thank you Melody Anne for writing great characters!",5.0,Kindle_Store,1,20
Can not put this book down: Another great exciting book with another look into how God can work his miracles.  Terri writes with such love for God and what he can do for us but also with a story that opens our heart to  the idea we don't have to be perfect in order to feel the love of God.  You can read this book for enjoyment in a good story as well as a good lessen on what life has to offer if you believe in yourself and your true destiny.  Enjoy!!!,5.0,Kindle_Store,1,20
connecting to the internet is a problem for me: I need to discover more uses for my Alexa but I love it!,4.0,Software,1,27
"Nice and warm.: Love these gloves, very happy with purchase.",5.0,Clothing_Shoes_and_Jewelry,1,10
When you look at the case and it looks nothing like the picture. It looks very cheap!: The case looks nothing like the picture. It looks very very cheap and I’m sending it back.,1.0,Cell_Phones_and_Accessories,0,9
Great idea...poor execution: I am a truck driver. I have several large power coolers. I was in need of a small cooler and decided to try this one....well not so much. Looks cool though.,1.0,Sports_and_Outdoors,0,28
Disappointed: While the color is beautiful the material is super cheap. It is the same consistency as the vinyl that I purchased from dollar tree. I was very disappointed with this product and have no plans to purchase this brand again.,1.0,Arts_Crafts_and_Sewing,0,3
Nice projector: The price and reviews drew me to this product. I also like the compact size.,4.0,Electronics,1,12
Love ChocolateCovered cherries: Love ChocolateCovered cherries.  Disappointed to find liquid centers drained and sticky liquid everywhere.  Will not order again unless packaging can be perfected.  I like the liquid inside …  not all over the package.  Needs to be more careful in packaging  … and shipped in ice pack.,4.0,Grocery_and_Gourmet_Food,1,14
Five Stars: One of the best seasons,5.0,Movies_and_TV,1,22
Love love love great item: Love love love this item made to perfection good quality fits perfect,5.0,Pet_Supplies,1,26
"Nice looking case: Love this case, very slim and nice matte finish",5.0,Cell_Phones_and_Accessories,1,9
Beautiful music: an enjoyable addition to my library,5.0,CDs_and_Vinyl,1,8
Four Stars: Very heavy but very comfortable!!,4.0,Sports_and_Outdoors,1,28
"perfecct: just the right size to sit ready to use on a counter without taking up too much space, yet holds enough so not constantly refilling.  multiple pour spouts included, and bottle is labeled in oz and ml",5.0,Home_and_Kitchen,1,18
"The iPAD mini2 is pretty cool: Delivery time was 4 days less than earliest stated on order - neat!<br /><br />I first reviewed this product when I opened and connected the iPAD mini2 to my windows 8 PC.  There was indication that it was a ""2"" neither on the paperwork with the mini nor on the screen in setup until after I updated the software.<br /><br />I could/can not locate the information on the mini to see the screen resolution which was why I paid $50 more for the 2 (the iPAD was available for 150-199 on line)<br />i ordered an iPad mini2 but I THOUGHT I received just an iPad mini.- I was wrong.<br />But - the display is really clear and I could watch episodes of WILFRED without restarting after each 7 minutes as I have to do when watching any iTunes movie or tv show on the windows 8.1 PC.  (I can't get the iTunes 64 to install - I think because I have MS Office 32 bit and other 32 bit APPS but no one seems to know for sure)<br /><br />The iPAD documentation with the mini2 is so scarce it is impossible to know what you have until you get on line and update software.  This may be different if you are using wifi or a MAC for set up.<br />I am amazed at how well the iPAD works with my windows 8.1 PC!  My Samsung tablet can only communicate via Bluetooth as I disabled my home wifi as kids were targeting houses in the area using their wifi IDs -",4.0,Unknown,1,32
Not bad: Overall a good summary. There is some discrepancy in questioning and wording style suggesting more than one author put this together without effort to make it uniform. Some phrases are vague. Some errors too that many others have pointed out,4.0,Unknown,1,32
Great Doll: I could not find any Mulan dolls at Disney World for my granddaughter. I ordered this doll and it was exactly what she wanted.,5.0,Toys_and_Games,1,31
Good value for the price: Nice and firm. Great for my back pain..Very comfortable.👍👍,5.0,Home_and_Kitchen,1,18
Way over priced: I only bought these for the variety. They are way over priced and shouldn't cost more than $2-3.,3.0,Patio_Lawn_and_Garden,0,25
"Very Enjoyable RPG: I'm not much for long detailed reviews so I will keep this simple.<br /><br />""Star Ocean: The Last Hope"" has its faults as ALL games do but it is still very good and very worth the time and money you put into it.<br /><br />The storyline starts off semi-interesting with a very common theme these days-then quickly turns into a much better RPG storyline.<br /><br />Overall if you like the series you must buy this game...and if you like other RPG's, you should purchase the entire Star Ocean series and see that VERY few other RPG's compare.",5.0,Unknown,1,32
Very nice: The pics don't do this pendant justice. I got a lot of compliments when I wore it.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Perfect fit great price: I had my jeep service at a dealership and they suggested the replacement of the air filter at a $50.00 charge. this is a great quality filter,hi end build. You can't go wrong with it.",5.0,Automotive,1,4
Pretty case: I bought this for my daughter and she liked it a lot. It fit her phone perfectly and the case is pretty and colorful.,5.0,Cell_Phones_and_Accessories,1,9
"works well... but...: there is no grind setting, I just assumed (ya thats my fault) that when paying what I did, which is MUCH more than it now is being sold for, i would at least be able to OAC weld with this and grind.  BUT NO LUCK.  Nice field of view, but if you want to use it for anything less than a 9 shade your out of luck.",2.0,Tools_and_Home_Improvement,0,30
"great product, would recommend to: Fast shipping, great product, would recommend to everyone",5.0,Grocery_and_Gourmet_Food,1,14
Love it: Excelente,5.0,Health_and_Household,1,16
"Easy to install, Decent productt, you get what you pay for: 1. Easy to install.<br />2. Paint peels off after a few months.<br />3. Comes with three brackets should really have a 4th.<br />All in all good value for the price however I'd spend the extra $ and get a better and stronger more durable set.",3.0,Automotive,0,4
Can't download movies that I own to my sd card ...: Can't download movies that I own to my sd card which was the whole purpose of downloading this app. I wanted to take my movies on a 30 hour (each way) roadtrip where there will be very little ability to stream.,1.0,Unknown,0,32
