review_text,rating,category_text,binary_label,category_label
My perfect bra: I bought this bra because I was looking for a front closure because I had a broken arm and needed something easy to get into. I can't say whether it runs true to size because every bra I buy fits differently. Most of my bras were a 42DD but are always on the last hook. So I bought a 44D. It was perfect. It's really pretty on and easy to hook. I also have narrow shoulders and always have a problem with straps sliding off my shoulders so this REALLY fit my needs. My sister actually asked me where I found this bra. She large breasted and has trouble finding comfortable bras that don't slide off her shoulders.  The width and padding in the straps make it a good choice for big breasted narrow shouldered women. The price is pretty unbelievable for a bra like this.  It feels very high quality.,5.0,Clothing_Shoes_and_Jewelry,1,10
great gamae: I remember playing this game on my computer with an older version of windows. I am so glad it<br />resurfaced. I love it. Spend too much time playing it. Is it available for windows 7?,5.0,Software,1,27
Cosplay: Too small,1.0,Clothing_Shoes_and_Jewelry,0,10
Loved it!: I enjoyed the whole book! It kept me on my toes!! Give it a shot if you also enjoy an easy love story read!,5.0,Unknown,1,32
"Middle of the road: I ordered these I believe because they were a deal of the day on Amazon and to be honest, I can't really say much about them. My kids didn't too much care for the taste and nothing extraordinary happened to say these are the best prebiotics out there. I also only purchased one bottle so I can't say had I used them for a longer period of time I wouldn't have been happy with them. SO, here it is - my average, unassuming, non rating rating.",3.0,Health_and_Household,0,16
"I still enjoy the series: Story moving along slowly, however, I still enjoy the series. Will purchase #4.",4.0,Kindle_Store,1,20
"HAPPY KNEES: I am growing to love this product, I wanted to review this product because of my arthritis in my knee.  It is so bad that my MD will not do surgery on my knee.  So I have been looking other solutions to manage my pain.  In my research I found this product.  I must admit I was really convinced that it would help at all, but it has proved me wrong.  Since I have been taking it I have experienced a warming sensation from the inside out that is reducing my pain in my knee, allowing me be much more mobile, the benefits are subtle but real, I have more motion in my body, I can walk more, and do my exercising without pain.  THIS PRODUCT DOES JUST WHAT IT SAID IT WOULD DO.  I am really happy because I got it at a really good discount because of my membership in the AMZ review trader, which I must say I love.  I am looking for a long relationship with this product.",5.0,Health_and_Household,1,16
"it's all good to me: If I was stranded on an island and could only listen to ONE musical group......EASY-PEASY, Blue October for me!!  I don't care if they are recorded or live, it's all good to me!  Forever and ever Blue!!",5.0,CDs_and_Vinyl,1,8
Perfect goodie bag: These worked out great for the goodie bags at our daughter’s “berry first birthday!”,5.0,Health_and_Household,1,16
"Five Stars: Great output of light, but still have the feel of the Edison lights.",5.0,Tools_and_Home_Improvement,1,30
Great shoes rack.: It nice but little unstable.,4.0,Home_and_Kitchen,1,18
Attractive Large Diffuser: This diffuser is the best so far that holds almost 2 cups of water for a longer fragrance.,5.0,Health_and_Household,1,16
"Cannot be used with any other models: The pole has the little knobs that stick out and the net has the holes. So it's the exact opposite of every other pole & tool out there. I can't even use the net on my other swimline pole. It doesn't make any sense. Plus the pole is so flimsy, even for being to short (which I wanted).",1.0,Patio_Lawn_and_Garden,0,25
"Truly Horrific, Utterly Gripping: First-off: This is a horror novel. Horrific things happen. People and animals die in terrible ways. If you’re not okay with that, then you should skip this book. If you’re okay with that, then I can’t recommend the book highly enough.<br /><br />This was the first Stephen Graham Jones book I’ve read, but I’ll likely seek out more. The writing style is a bit odd at times, but ultimately compelling and beautiful. I found it hugely original and wildly compelling. I wasn’t sure where the book was headed. It starts out a little slow, but picks up quite a bit by about a third of the way in. I was fully riveted by the end. I’d recommend avoiding reading too many plot details ahead of time. It’s clear while reading the book that something traumatic happened in the past, but the book takes its time revealing exactly what. Suffice it to say, this is a very unique spin on both the revenge and horror genres that will stick with me for years to come.",5.0,Kindle_Store,1,20
It does the job!: It does the trick and cleans my toilet perfectly!,3.0,Health_and_Household,0,16
Scarves: I loved it - Bought it as a gift and she loved it too:) Rec'd faster than expected would buy again from this company.,5.0,Unknown,1,32
Five Stars: A+++,5.0,Home_and_Kitchen,1,18
Nice: Nice but not dark like I thought it would be,3.0,Cell_Phones_and_Accessories,0,9
Five Stars: My high school coworker/science teacher loved it,5.0,Home_and_Kitchen,1,18
Five Stars: My GF loves it.,5.0,Home_and_Kitchen,1,18
Really is BEST of the Bradys: Worth buying the CD version for the stories and photos inside the insert. They did a good job mastering the album - the sound quality is great without scratches or pops.,5.0,CDs_and_Vinyl,1,8
"Warning, these lids do not fit on 5 gallon buckets: Do not purchase this product.  I tried these lids on multiple 5 gallon buckets from different manufacturers and the lid did not fit on any of the buckets.  There's a reason why these lids are cheap.  I'm guessing they messed up with the mold/production and are trying to cut their losses and sell whatever inventory they have to make up for some of their loss.",1.0,Health_and_Household,0,16
Five Stars: I love this product and will definitely buy more!,5.0,Beauty_and_Personal_Care,1,6
Five Stars: Works great!,5.0,Sports_and_Outdoors,1,28
Playtex: The items were perfect. They fit correctly.,5.0,Clothing_Shoes_and_Jewelry,1,10
Small ornament storage box: I wish you had storage ornament box to hold 1 dozen,5.0,Home_and_Kitchen,1,18
Great book: Great Book,5.0,Books,1,7
"Beautiful, Functional Art: Love it! It was actually a little bigger than I thought but still fits well on my smaller glass dish/bowl. The pictures don't do the coloration of the metal work justice; it's a colorful piece of art that adds a touch of whimsy to my office along with all the usual benefits of a waterfountain. And thank goodness for the adjustable water flow on the pump. It allowed me to adjusted it down some when the sound of the flowing water was too much for some of my coworkers.",5.0,Unknown,1,32
"I am very disappointed that there is no Blu Ray: I am very disappointed that there is no Blu Ray. I will not buy it on DVD, even if the picture was fine, unlike all the negative comments below. I do not buy anything on DVD anymore .  Maybe they will issue a UHD version instead ?  ( Joke).<br /><br />I would like to add that I love this show and have the first four seasons on BluRay. It is my favorite sitcom. I will wait and hope they come out with a proper version .",1.0,Movies_and_TV,0,22
"cool hat: I like the hat because its waterproof, but breathes, unlike rubber or plastic and keeps the sun and rain off my face and out of the back of my neck.",5.0,Clothing_Shoes_and_Jewelry,1,10
"These are advertised incorrectly, they are not super ovals: These are not the super ovals as advertised. I requested a postage paid label to send them back and Have not been responded to in that way. I received a message that Did not address the issue at all.. I wish I had read the reviews completely because others have complained about the same thing with this.",1.0,Unknown,0,32
"sweet padding for indoor chairs too!: i use it on a chair in my home, maybe i'll transfer it to my tractor later, i like the color and material :)",5.0,Unknown,1,32
Five Stars: Live this! Has saved my screen multiple times,5.0,Cell_Phones_and_Accessories,1,9
"Pairs easily with device, decent sound for price: These were purchased for me for work after my other pair (not this brand) quit working. Pairing was easy to my computer and the sound is decent for the price. I will be using them for virtual meetings so I didn't need anything fancy.",5.0,Electronics,1,12
no funciono: no le quedo bien a mi telefono de echo el tactil no funciona,1.0,Unknown,0,32
Summer relief!: Alfamo Cooling Towel works just like they say it does!  I'm worried about my husband overheating in the HOT and HUMID Florida weather and this towel will definitely take the &#34;heat off&#34;!!!,5.0,Sports_and_Outdoors,1,28
Cute but a little tighter than I wanted.: Holds it shape but is a fits a little tighter than I had hoped.  Didn't return.  Nice material.,4.0,Clothing_Shoes_and_Jewelry,1,10
Five Stars: Great product from a reliable seller!,5.0,Books,1,7
"one size fits all clogs?: I ordered size 10 men and when I tried them on my heal extended over the edge of the shoe.Also the heal surface was very hard and uncomfortable. It wasn't what I expected. I have purchased clogs in the past and I found them to be very practical, and comfortable especially for use at work. I returned these and will order from a different manufacturer.I have a Swedish car that's 13 years old and it was built for comfort. Not these Swedsh clogs . Maybe they were designed for the reindeer in northern Sweden.",1.0,Clothing_Shoes_and_Jewelry,0,10
Like it: My nephew loved it,5.0,Toys_and_Games,1,31
Great Scooter: My son like it. Perfect size for him.,5.0,Sports_and_Outdoors,1,28
Excellent: An excellent quality reference and printing.,5.0,Books,1,7
excellent product. stopped losing hair: excellent product.<br />stopped losing hair.,5.0,Health_and_Household,1,16
Five Stars: Beautiful watch well worth the money - not too large a face anc was shipped fast.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Love it!: Voluntarily leaving a review.  This is a fast pace and fun read. It has the heat, excitement and the characters to love. Two Point Conversion has a great story behind it and I am looking forward to more from Liane Moore. I vote Yes for this debut!",5.0,Kindle_Store,1,20
"Great game aid: This is a great aid to any gamer out there, if you are running an modern tabletop game then this is for you to use.",5.0,Unknown,1,32
Love PSO: Close enough to Phantasy Star online game cube version.  Wish they had made more copies.  Hard to find now.  Great family game.  We all play it.  TOGETHER.,5.0,Video_Games,1,33
Best sunless tan: I liked the results after the first use. I used this product for a sunless tan.,5.0,All_Beauty,1,0
"Story told with such deep compassion: I remember my father telling me of this story when I was a young birl<br /> happen<br /><br />I remember my Father  telling me of this story when I was very young. I was curious to read it when it showed up  on book picks for me. It was  a very  intense and powerful  story,  told with such  compassion  and different ranges of emotion that I went through a few  tissues!!! A very good read. I couldn't put it down! Mr Strauch is a very brave man indeed.",5.0,Kindle_Store,1,20
Five Stars: perfecto el disco,5.0,Movies_and_TV,1,22
"Amazing and fun: This set is amazing and fun.  I use it when I am working with my students on geometry problems, and it helps put them at ease because of the Mr. Pen symbol",5.0,Office_Products,1,24
"Great chain value: Silver outer, black inner links are slick",4.0,Sports_and_Outdoors,1,28
It’s very tiny and expensive for what it isIt’s very tiny and expensive for what it is: It’s very tiny and expensive for what it is,1.0,Home_and_Kitchen,0,18
"Cleveland Ohio Icons - from Hough Bakeries: Robert Pyle and his brothers had a business that rocked Cleveland, Ohio. Even today - a full 18 years since they closed their doors fans of theirs' still miss them!  I'm talking about HOUGH BAKERIES and their catering business.  Their desserts were to die for - and the savory foods were the most excellent in presentation and taste.  They were THE caterer to call on during the 1950's through to the early 1990's.<br /><br />This RARE and SIGNED copy of the book was shipped to me FAST, and I was delighted to have found it from this seller!",5.0,Books,1,7
"Recommend: Arrives right on time, great material my husband was very satisfied",5.0,Sports_and_Outdoors,1,28
"Adult gloves 🧤 fit perfectly...,: Adult gloves 🧤 fit perfectly...,just the one for my 5yr old is too big 🤓 one more for me 🤩",5.0,Clothing_Shoes_and_Jewelry,1,10
So nice: Such a good shirt. It fit so well and was so soft. I recommend it.,5.0,Clothing_Shoes_and_Jewelry,1,10
Block the Blue Light!: These blue light blocking glasses are just what I needed.  I use them in the evening before going to bed.  I am trying to do all the right things to get not just sleep but a great night's sleep!  They fit well over my glasses.,5.0,Health_and_Household,1,16
"Bossa Nova Romance: Lovely, nice selection.",5.0,CDs_and_Vinyl,1,8
"They WORK!: These earplugs work so well they almost block out too much sound!  I love them.  You just squeeze them and put them in your ear. They fluff up to completely fill the space, keeping out loud noises extremely well.  They fit and stay put.  The best I've ever used.",5.0,Health_and_Household,1,16
Charges devices at only one voltage at a time.  Can't charge laptop and phone at the same time.: Only one other reviewer mentioned this so I think it is worth saying.  I had my laptop plugged in to charge it.  That was working fine.  I then plugged a phone into it and the laptop then said voltage too low charging stopped.  This device defaults to the lower voltage.  It only supports one voltage output at a time.  So it's not really as useful as you may be thinking it is.  I am not sure if I will keep it or not.  I really wanted something that could do multiple devices of different voltage requirements.,2.0,Cell_Phones_and_Accessories,0,9
Five Stars: They are great and my guests said they loved the table setting.,5.0,Home_and_Kitchen,1,18
Great microwave for the money.: Very easy to unbox. It runs great & is not heavy. I can fit a plate in it. I chose red & it looks awesome as well. I recommend this product.,5.0,Home_and_Kitchen,1,18
Well Done: Loved this movie. It's a bit slow and artsy- but if you are a mom or dad from the 70's - 80's - you will surely relate and enjoy!,4.0,Movies_and_TV,1,22
Anyway I still Love this. My phone is safe in this: The iPhone 8 Plus fits proper in this case. Only thing is you can’t see the full Apple logo. Because the made the logo slot in this case little high. Anyway I still Love this. My phone is safe in this case,4.0,Cell_Phones_and_Accessories,1,9
"My niece loves this headband. This is her first ...: My niece loves this headband.  This is her first year playing soccer, and she wears it at every game (she's 6 years old).",5.0,Clothing_Shoes_and_Jewelry,1,10
"Motor gave out: It was good until after one month, then the motor gave out",2.0,Pet_Supplies,0,26
Aaa: Easy to install,5.0,Automotive,1,4
Nice - but I ordered the wrong size: I like it but I forgot that I'm a medium in Roaman's sizes and I ordered an XL.  My bad.  I'm actually wearing it as a tunic with a big belt :),4.0,Clothing_Shoes_and_Jewelry,1,10
